Gene_id	Gene_name	Gene_description	HM_3	HM_2	HM_1	Bb_3	Bb_2	Bb_1	HM	Bb
gene-BBA_00232	BBA_00232	hypothetical protein	5.23	6.09	5.65	6.19	5.41	6.59	5.656667	6.063333
gene-BBA_00233	BBA_00233	hypothetical protein	0	0.15	0	0	0	0	0.05	0
gene-BBA_00234	BBA_00234	alpha/beta hydrolase	44.76	25.77	43.81	16.05	18.8	16.25	38.113333	17.033333
gene-BBA_00235	BBA_00235	peptidase A4 family protein	293.21	247.28	357.83	174.84	218.63	168.58	299.44	187.35
gene-BBA_00236	BBA_00236	hypothetical protein	18.24	17.22	23.23	11.05	7.62	13.33	19.563333	10.666667
gene-BBA_00237	BBA_00237	Putative Zn(II)2Cys6 transcription factor	8.78	6.76	8.04	7.12	5.76	8.12	7.86	7
gene-BBA_00238	BBA_00238	chaperone protein hchA	47.82	40.88	48.28	25.81	30.26	32.52	45.66	29.53
gene-BBA_00239	BBA_00239	transcription factor Domain protein family	4.24	4.48	5.29	8.15	6.24	12.23	4.67	8.873333
gene-BBA_00240	BBA_00240	Spa2-like protein	22.03	19.24	25.85	42.95	32.58	49.2	22.373333	41.576667
gene-BBA_00241	BBA_00241	Ssu72-like protein	95.28	93.23	107.39	96.74	88.35	122.65	98.633333	102.58
gene-BBA_00242	BBA_00242	SH3 domain-containing protein	33.56	23.69	35.75	22.26	17.24	28.54	31	22.68
gene-BBA_00243	BBA_00243	metallo-beta-lactamase domain protein	4.66	3.48	4.85	3.96	2.88	4.68	4.33	3.84
gene-BBA_00244	BBA_00244	BOUP1-like protein	10.25	5.72	4.77	5.22	8.14	6.39	6.913333	6.583333
gene-BBA_00245	BBA_00245	oxidoreductase NAD-binding domain-containing protein	235.36	191.44	220.48	268.32	281.57	254.32	215.76	268.07
gene-BBA_00246	BBA_00246	cutinase-like protein	669.65	571.82	741.63	889.4	993.31	836.64	661.033333	906.45
gene-BBA_00247	BBA_00247	hypothetical protein	4.64	3.63	6.5	4.96	4.72	5.67	4.923333	5.116667
gene-BBA_00248	BBA_00248	hypothetical protein	0.55	0.51	1.14	1.18	0.55	1.03	0.733333	0.92
gene-BBA_00249	BBA_00249	PA domain-containing protein	309.31	202.89	300.21	307.27	257.3	293.45	270.803333	286.006667
gene-BBA_00250	BBA_00250	major facilitator superfamily transporter	30.02	19.88	32.54	17.89	15.25	22.67	27.48	18.603333
gene-BBA_00251	BBA_00251	hypothetical protein	12.99	12.62	12.35	11.84	12.4	11.69	12.653333	11.976667
gene-BBA_00252	BBA_00252	F-box domain-containing protein	22.06	20.13	24.32	17.03	18.06	18.39	22.17	17.826667
gene-BBA_00253	BBA_00253	hypothetical protein	9.18	7.26	9.26	2.35	1.74	2.99	8.566667	2.36
gene-BBA_00254	BBA_00254	hypothetical protein	1471.31	1573.27	1460.72	308.03	436.84	344.57	1501.766667	363.146667
gene-BBA_00255	BBA_00255	putative aspartyl protease	0.97	0.74	1.54	1.61	1.69	2.29	1.083333	1.863333
gene-BBA_00256	BBA_00256	nucleoside-diphosphate-sugar epimerase	50.16	48.2	49.1	53.56	41.32	56.18	49.153333	50.353333
gene-BBA_00257	BBA_00257	hsp70-like protein	322.52	321.83	431.96	262.11	291.38	276.32	358.77	276.603333
gene-BBA_00258	BBA_00258	hypothetical protein	6.34	5.04	7.75	5.33	5.49	9.9	6.376667	6.906667
gene-BBA_00259	BBA_00259	hypothetical protein	13.57	19.16	16.73	237.05	223.6	198.46	16.486667	219.703333
gene-BBA_00260	BBA_00260	RNA polymerase Rpb1	30.88	26.18	34.75	26.19	27.38	29.85	30.603333	27.806667
gene-BBA_00261	BBA_00261	WD domain-containing protein	15.42	12.13	14.19	11.65	10.67	12.04	13.913333	11.453333
gene-BBA_00262	BBA_00262	tRNA(His) guanylyltransferase	22.06	22.37	18.46	12.77	16.35	16.58	20.963333	15.233333
gene-BBA_00263	BBA_00263	hypothetical protein	12.03	9.74	11.89	15.43	15.4	12.74	11.22	14.523333
gene-BBA_00264	BBA_00264	YSIRK family gram-positive signal peptide	30.65	29.34	34.39	26.33	19.1	24.7	31.46	23.376667
gene-BBA_00265	BBA_00265	morphogenesis protein	18.21	18.07	22.19	37.39	38.23	42.11	19.49	39.243333
gene-BBA_00266	BBA_00266	uracil-DNA glycosylase	31.09	34.71	30.01	59.05	68.8	61.49	31.936667	63.113333
gene-BBA_00267	BBA_00267	ubiquitin-protein ligase Sel1/Ubx2	67.17	64.42	77.24	36.01	34.31	39.64	69.61	36.653333
gene-BBA_00268	BBA_00268	hypothetical protein	79.05	91.61	54.37	86.55	114.9	62.62	75.01	88.023333
gene-BBA_00269	BBA_00269	hypothetical protein	86.14	108.21	66.54	131.98	317.43	52.46	86.963333	167.29
gene-BBA_00270	BBA_00270	tRNA synthetase class II	141.91	162.33	144.4	103.15	163.41	75.81	149.546667	114.123333
gene-BBA_00271	BBA_00271	hypothetical protein	17.3	16.35	16.52	24.42	23	23.25	16.723333	23.556667
gene-BBA_00272	BBA_00272	cysteine synthase 2	30.06	35.51	31.92	39.45	35.74	29.93	32.496667	35.04
gene-BBA_00273	BBA_00273	transcription elongation factor S-II	30.35	26.29	35.49	42.7	39.65	51.21	30.71	44.52
gene-BBA_00274	BBA_00274	DNA excision repair protein	20.29	20.17	18.01	15.38	15.98	13.53	19.49	14.963333
gene-BBA_00275	BBA_00275	LSM domain-containing protein	52.68	68.99	30.79	62.87	69.11	63.77	50.82	65.25
gene-BBA_00276	BBA_00276	"sphingolipid long chain base sensory protein, putative"	422.24	482.91	302.46	930.72	844.52	734.26	402.536667	836.5
gene-BBA_00277	BBA_00277	SET domain-containing protein	19.06	16.32	22.09	18.4	15.6	23.04	19.156667	19.013333
gene-BBA_00278	BBA_00278	endoplasmic reticulum transmembrane protein	495.17	603.45	434.31	814.89	518.67	710.25	510.976667	681.27
gene-BBA_00279	BBA_00279	hypothetical protein	18.31	17.08	20.81	14	9.91	15.02	18.733333	12.976667
gene-BBA_00280	BBA_00280	"C6 transcription factor, putative"	6.96	5.93	6.25	8.51	7.01	8.17	6.38	7.896667
gene-BBA_00281	BBA_00281	cupin-like protein	1.76	2.09	1.53	1.73	1.25	2.32	1.793333	1.766667
gene-BBA_00282	BBA_00282	"MFS allantoate transporter, putative"	10.02	5.73	11.35	1.39	1.46	1.75	9.033333	1.533333
gene-BBA_00283	BBA_00283	membrane transporter	1.73	1.43	1.7	0.85	0.78	1.64	1.62	1.09
gene-BBA_00284	BBA_00284	hypothetical protein	0.49	0.38	0.13	0.26	0	0.14	0.333333	0.133333
gene-BBA_00285	BBA_00285	transmembrane protein	42.95	24.21	102.22	132.99	78.43	92.42	56.46	101.28
gene-BBA_00286	BBA_00286	2OG-Fe(II) oxygenase superfamily protein	22.91	18.06	19.95	14.54	14.33	16.31	20.306667	15.06
gene-BBA_00287	BBA_00287	WD domain-containing protein	9.98	8.31	13.9	6.44	7.04	6.78	10.73	6.753333
gene-BBA_00288	BBA_00288	RNA polymerase N/8 kDa subunit	123.85	112.17	97.61	146.19	163.81	121.77	111.21	143.923333
gene-BBA_00289	BBA_00289	hypothetical protein	7.47	6.07	8.11	5.45	5.83	8.2	7.216667	6.493333
gene-BBA_00290	BBA_00290	hypothetical protein	0	0	0	0	0	0	0	0
gene-BBA_00291	BBA_00291	COM1 protein	58.84	60.16	56.74	82.88	110.52	76.07	58.58	89.823333
gene-BBA_00292	BBA_00292	WD domain-containing protein	1.74	1.6	2.11	1.31	1.62	2.6	1.816667	1.843333
gene-BBA_00293	BBA_00293	PIG-P domain-containing protein	8.46	7.61	9.48	15.91	15.19	17.38	8.516667	16.16
gene-BBA_00294	BBA_00294	vacuolar assembly/sorting protein VPS8	15.39	12.81	19.77	8.8	10.08	9.3	15.99	9.393333
gene-BBA_00295	BBA_00295	hypothetical protein	9.11	6.25	8.64	3.13	4.16	3.11	8	3.466667
gene-BBA_00296	BBA_00296	RING-8 protein	28.26	22.77	25.68	14.68	14.97	16.82	25.57	15.49
gene-BBA_00297	BBA_00297	"class V chitinase, putative"	369.79	369.6	298.89	8.62	9.78	10.01	346.093333	9.47
gene-BBA_00298	BBA_00298	putative U-snRNP-associated cyclophilin	24.16	22.54	26.73	17.44	24.81	25.59	24.476667	22.613333
gene-BBA_00299	BBA_00299	hypothetical protein	0.42	0.32	0.55	0.53	2.91	1.72	0.43	1.72
gene-BBA_00300	BBA_00300	FoabaA-like protein	14.79	11.31	14.02	72.41	56.93	79.69	13.373333	69.676667
gene-BBA_00301	BBA_00301	RNA recognition domain-containing protein	23.91	20.26	33.35	30.38	31.54	32.16	25.84	31.36
gene-BBA_00302	BBA_00302	glycosyltransferase family 2	89.24	86.34	77.98	60.97	75.09	58.22	84.52	64.76
gene-BBA_00303	BBA_00303	"endoglucanase, putative"	321.47	291.52	312	281.09	329.33	244.11	308.33	284.843333
gene-BBA_00304	BBA_00304	dynein light chain type 1	182.53	190.54	207.37	199.74	178.79	170.36	193.48	182.963333
gene-BBA_00305	BBA_00305	Cytochrome P450 CYP628A2	9.95	12.79	10.88	3.13	2.17	4.33	11.206667	3.21
gene-BBA_00306	BBA_00306	DEAD/DEAH box helicase	13.3	11.25	15.11	7.83	8.23	8.51	13.22	8.19
gene-BBA_00307	BBA_00307	"Protein of unknown function DUF2401, secretory"	60.54	56.46	79.35	102.95	126.38	109.99	65.45	113.106667
gene-BBA_00308	BBA_00308	lysyl-tRNA synthetase	33.29	26.71	34.86	24.16	20.1	26.77	31.62	23.676667
gene-BBA_00309	BBA_00309	"Actin-like protein, ARP4 class"	36.51	30.07	40.23	50.04	47.03	57.87	35.603333	51.646667
gene-BBA_00310	BBA_00310	mismatch-specific thymine-DNA glycosylate	22.74	26.89	23.69	23.86	20.57	28.75	24.44	24.393333
gene-BBA_00311	BBA_00311	UTP-glucose-1-phosphate uridylyltransferase	99.54	98.22	102.36	49.87	39.86	49.76	100.04	46.496667
gene-BBA_00312	BBA_00312	raffinose synthase Sip1	15.73	11.25	16.21	16.74	14.69	19.12	14.396667	16.85
gene-BBA_00313	BBA_00313	mitochondrial-processing peptidase subunit beta	300.33	273.92	309.34	423.87	457.98	380.86	294.53	420.903333
gene-BBA_00314	BBA_00314	fibronectin type III domain-containing protein	25.11	18	25.32	16.45	14.9	20.1	22.81	17.15
gene-BBA_00315	BBA_00315	SMP2 protein	30.45	29.6	25.93	27.05	29.71	22.38	28.66	26.38
gene-BBA_00316	BBA_00316	histidinol dehydrogenase	38.95	33.91	43.47	18.01	19.27	20.71	38.776667	19.33
gene-BBA_00317	BBA_00317	transcription initiation factor IID	29.95	22.55	29.39	34.25	33.27	37.24	27.296667	34.92
gene-BBA_00318	BBA_00318	"AMP-binding enzyme, putative"	44.23	33.56	48.75	32.82	31.82	38.6	42.18	34.413333
gene-BBA_00319	BBA_00319	Peptidase S8	49.61	35.9	70.97	11.5	9.97	11.34	52.16	10.936667
gene-BBA_00320	BBA_00320	subunit of VP52-54 complex	19.42	19.88	23.23	16.4	14.5	18.35	20.843333	16.416667
gene-BBA_00321	BBA_00321	thioredoxin-disulfide reductase	301.48	283.31	290.11	165.29	201.38	146.95	291.633333	171.206667
gene-BBA_00322	BBA_00322	metalloprotease-like protein	0.29	0.34	0.35	0	0	0	0.326667	0
gene-BBA_00323	BBA_00323	inosine-5'-monophosphate dehydrogenase	78.29	68.71	106.6	45.04	59.4	47.63	84.533333	50.69
gene-BBA_00324	BBA_00324	Acyl-CoA N-acyltransferase	11.25	9.83	9.16	10.18	9.73	12.54	10.08	10.816667
gene-BBA_00325	BBA_00325	ribosomal protein L36	30.64	26.64	21.29	27.5	29.95	37.25	26.19	31.566667
gene-BBA_00326	BBA_00326	hypothetical protein	0.42	1.05	1.94	0.06	0.18	0.28	1.136667	0.173333
gene-BBA_00327	BBA_00327	immunogenic protein	118.32	83.11	126.2	112.75	128.51	146.59	109.21	129.283333
gene-BBA_00328	BBA_00328	putative histidine kinase HHK13p	3.89	3.58	4.52	2.49	3.98	2.59	3.996667	3.02
gene-BBA_00329	BBA_00329	hypothetical protein	89.36	68.62	85.21	198.17	203.04	258.34	81.063333	219.85
gene-BBA_00330	BBA_00330	succinate-semialdehyde dehydrogenase NADP+	258.4	196.5	240.56	144.75	128.34	146.72	231.82	139.936667
gene-BBA_00331	BBA_00331	ribosomal recycling factor	28.84	21.93	28.7	36.9	33.94	39.35	26.49	36.73
gene-BBA_00332	BBA_00332	hypothetical protein	34.59	27.6	36.76	43.27	50.03	39.9	32.983333	44.4
gene-BBA_00333	BBA_00333	calcineurin-like phosphoesterase	47.63	42.81	44.45	36.11	55.79	30.32	44.963333	40.74
gene-BBA_00334	BBA_00334	haloacid dehalogenase-like hydrolase	15.17	18.63	13.91	25.13	23.63	30.28	15.903333	26.346667
gene-BBA_00335	BBA_00335	SUR7 protein	438.11	467.1	396.05	114.65	80.79	86.44	433.753333	93.96
gene-BBA_00336	BBA_00336	WD domain-containing protein	5.64	4.97	7.33	5.1	6.42	5.85	5.98	5.79
gene-BBA_00337	BBA_00337	hypothetical protein	206.92	128.33	126.19	169.93	206.6	119.48	153.813333	165.336667
gene-BBA_00338	BBA_00338	L-arabinitol 4-dehydrogenase	29.1	24.06	28.98	34.53	35.82	29.32	27.38	33.223333
gene-BBA_00339	BBA_00339	hypothetical protein	9.98	9.17	10.65	7.42	7.45	8.69	9.933333	7.853333
gene-BBA_00340	BBA_00340	LSM domain-containing protein	208.23	222.72	198.95	231.43	203.91	236.21	209.966667	223.85
gene-BBA_00341	BBA_00341	hypothetical protein	0.75	1.82	1.3	1.64	1.69	1.71	1.29	1.68
gene-BBA_00342	BBA_00342	hypothetical protein	50.94	68.76	28.33	82.96	117.14	48.87	49.343333	82.99
gene-BBA_00343	BBA_00343	Cys/Met metabolism PLP-dependent enzyme	50.5	44.8	57.78	37.3	30.44	42.78	51.026667	36.84
gene-BBA_00344	BBA_00344	Putative Zn(II)2Cys6 transcription factor	8.69	10.82	9.76	6.78	6.93	6.38	9.756667	6.696667
gene-BBA_00345	BBA_00345	iron-sulfur cluster-binding protein	3.62	3.94	6.82	0.21	0.45	0.85	4.793333	0.503333
gene-BBA_00346	BBA_00346	fructosyl amino acid oxidase	30.53	21.8	35.96	9.64	11.08	10.98	29.43	10.566667
gene-BBA_00347	BBA_00347	KH domain-containing protein	57.69	48.74	56.56	73	73.7	65.43	54.33	70.71
gene-BBA_00348	BBA_00348	hypothetical protein	29.26	22.72	27.7	30.31	25.95	33.9	26.56	30.053333
gene-BBA_00349	BBA_00349	cellobiose dehydrogenase	352.57	379.14	363.67	762.84	578.86	731.34	365.126667	691.013333
gene-BBA_00350	BBA_00350	dUTP diphosphatase	123.92	104.52	103.94	195.95	223.7	216.36	110.793333	212.003333
gene-BBA_00351	BBA_00351	pyridoxal kinase	92.49	86.18	86.33	79.12	108.36	73.21	88.333333	86.896667
gene-BBA_00352	BBA_00352	proliferating cell nuclear antigen	90.9	84.49	100.67	94.01	103.23	101.76	92.02	99.666667
gene-BBA_00353	BBA_00353	proliferating cell nuclear antigen	11.34	9.6	13.89	9.44	9.33	13.61	11.61	10.793333
gene-BBA_00354	BBA_00354	2-deoxyglucose-6-phosphate phosphatase	15.24	9.97	13.33	36.55	23.18	35.85	12.846667	31.86
gene-BBA_00355	BBA_00355	alanine racemase domain protein	7.38	6.43	6.29	16.63	12.01	18.42	6.7	15.686667
gene-BBA_00356	BBA_00356	C6 transcription factor	4.18	4.62	5.6	4.71	3.85	4.49	4.8	4.35
gene-BBA_00357	BBA_00357	hypothetical protein	15.4	11.41	17.38	12.9	9.88	12.84	14.73	11.873333
gene-BBA_00358	BBA_00358	involucrin repeat protein	3.57	3.53	4.27	5.32	6.72	5.68	3.79	5.906667
gene-BBA_00359	BBA_00359	zinc finger family protein	34.54	27.66	34	28.4	26.41	35.78	32.066667	30.196667
gene-BBA_00360	BBA_00360	Cullin family protein	6.77	4.95	9.39	8.06	6.52	9.1	7.036667	7.893333
gene-BBA_00361	BBA_00361	hypothetical protein	5.57	9.58	5.14	8.24	9.06	10.05	6.763333	9.116667
gene-BBA_00362	BBA_00362	hypothetical protein	126.64	104.72	138.72	16.67	12.16	23.31	123.36	17.38
gene-BBA_00363	BBA_00363	"ER membrane protein (Pkr1), putative"	53.97	41.18	52.51	29.84	24.53	38.79	49.22	31.053333
gene-BBA_00364	BBA_00364	sucrose transporter	7.53	9.1	8.64	6.82	5.36	7.13	8.423333	6.436667
gene-BBA_00365	BBA_00365	RhoGEF domain-containing protein	9.43	8.63	13.21	8.46	7.65	10.78	10.423333	8.963333
gene-BBA_00366	BBA_00366	telomerase reverse transcriptase	4.04	3.79	4.74	5.64	5.47	8.34	4.19	6.483333
gene-BBA_00367	BBA_00367	hypothetical protein	5.9	5.64	8.25	8.81	7.52	10.28	6.596667	8.87
gene-BBA_00368	BBA_00368	F-box domain protein	5.23	5.11	5.84	1.41	0.69	1.73	5.393333	1.276667
gene-BBA_00369	BBA_00369	Putative Zn(II)2Cys6 transcription factor	28.68	17.01	31.01	28.05	23.57	31.07	25.566667	27.563333
gene-BBA_00370	BBA_00370	IBR finger domain protein	1.07	0.96	2.71	6.23	3.43	7.95	1.58	5.87
gene-BBA_00371	BBA_00371	hypothetical protein	55.27	59.58	51.39	36.63	34.94	36.1	55.413333	35.89
gene-BBA_00372	BBA_00372	Mitochondrial carrier protein	14.88	18.97	14.79	15.53	17.92	9.77	16.213333	14.406667
gene-BBA_00373	BBA_00373	inosine-uridine preferring nucleoside hydrolase	43.18	28.6	44.88	20.95	51.45	13.4	38.886667	28.6
gene-BBA_00374	BBA_00374	hypothetical protein	13.05	11.36	16.19	12.66	13.41	14.75	13.533333	13.606667
gene-BBA_00375	BBA_00375	impB/mucB/samB family protein	7.9	6.05	9.36	5.23	5.86	6.59	7.77	5.893333
gene-BBA_00376	BBA_00376	WSC domain-containing protein	10.36	9.44	10.3	12.56	9.31	11.04	10.033333	10.97
gene-BBA_00377	BBA_00377	ER membrane protein SH3	35.94	40.7	46.45	64.94	48.16	60.85	41.03	57.983333
gene-BBA_00378	BBA_00378	amino-acid transporter arg-13	35.87	30.54	39.42	39.96	35.36	45.02	35.276667	40.113333
gene-BBA_00379	BBA_00379	TspO/MBR family protein	98.78	101.9	81.09	216.42	171.1	201.93	93.923333	196.483333
gene-BBA_00380	BBA_00380	cell division control protein	7.1	7.24	9.4	16.07	17.37	13.49	7.913333	15.643333
gene-BBA_00381	BBA_00381	pH-response regulator protein palF/RIM8	18.22	20.18	18.76	29.67	22.12	29.32	19.053333	27.036667
gene-BBA_00382	BBA_00382	Fe-S protein assembly co-chaperone HscB	16.68	16.11	13.45	28.4	37.49	25.69	15.413333	30.526667
gene-BBA_00383	BBA_00383	FMN-dependent dehydrogenase	73.18	43.85	67.66	53.61	43.14	55.57	61.563333	50.773333
gene-BBA_00384	BBA_00384	hypothetical protein	149.26	113.39	167.96	139.5	141.41	164.32	143.536667	148.41
gene-BBA_00385	BBA_00385	HCNGP-like protein	2.03	1.1	1.33	0.92	2.03	1.43	1.486667	1.46
gene-BBA_00386	BBA_00386	FKBP-type peptidyl-prolyl cis-trans isomerase	85.55	74.99	87.42	70.28	73.96	77.35	82.653333	73.863333
gene-BBA_00387	BBA_00387	RPEL repeat protein	614.28	638.99	633.73	763.9	481.84	765.27	629	670.336667
gene-BBA_00388	BBA_00388	Myosin	96.02	107.64	89.12	54.42	45.81	51.03	97.593333	50.42
gene-BBA_00389	BBA_00389	DHHC zinc finger domain-containing protein	9.34	6.68	9.55	7.81	9.32	7.81	8.523333	8.313333
gene-BBA_00390	BBA_00390	capsular associated protein	13.32	11.65	14.1	9.38	7.45	11.07	13.023333	9.3
gene-BBA_00391	BBA_00391	hypothetical protein	20.43	13.48	20.72	8.82	6.67	12.83	18.21	9.44
gene-BBA_00392	BBA_00392	signal transducer	10.57	8.49	10.65	15.64	11.69	18.01	9.903333	15.113333
gene-BBA_00393	BBA_00393	hypothetical protein	5.18	1.77	6.18	2.42	0.54	3.31	4.376667	2.09
gene-BBA_00394	BBA_00394	3-deoxy-7-phosphoheptulonate synthase	43.65	37.49	50.63	22.38	18.81	28.14	43.923333	23.11
gene-BBA_00395	BBA_00395	aldose 1-epimerase	123.87	98.24	120.01	112.41	104.33	138.6	114.04	118.446667
gene-BBA_00396	BBA_00396	aristolochene synthase	1.37	0.71	1.1	1.07	1.3	1.58	1.06	1.316667
gene-BBA_00397	BBA_00397	hexose transporter	71.71	62.94	56.86	23.4	19.69	26.77	63.836667	23.286667
gene-BBA_00398	BBA_00398	"telomere length regulator protein (Rif1), putative"	4.55	3.81	5.69	5.06	5.02	6.02	4.683333	5.366667
gene-BBA_00399	BBA_00399	guanine nucleotide exchange factor synembryn	105.91	125.17	103.63	445.64	316.21	429.65	111.57	397.166667
gene-BBA_00400	BBA_00400	putative H3K9 methyltransferase	23.67	28.84	25.42	37.15	33.01	48.15	25.976667	39.436667
gene-BBA_00401	BBA_00401	hypothetical protein	97.09	100.17	88.11	96.03	109.27	103.36	95.123333	102.886667
gene-BBA_00402	BBA_00402	Acyl-CoA N-acyltransferase	12.67	14.43	13.85	13.84	19.16	14.23	13.65	15.743333
gene-BBA_00403	BBA_00403	ribosomal L18ae protein family	830.88	808.13	1034.7	769.38	919.34	849.05	891.236667	845.923333
gene-BBA_00404	BBA_00404	PCI domain-containing protein	32.52	30.03	38.79	28.85	20.71	37.74	33.78	29.1
gene-BBA_00405	BBA_00405	BTB/POZ domain containing protein	2.37	1.05	1.59	0.58	0.71	1.81	1.67	1.033333
gene-BBA_00406	BBA_00406	"alpha/beta superfamily hydrolase, putative"	8.87	10.25	7.79	9.94	8.41	13.84	8.97	10.73
gene-BBA_00407	BBA_00407	protein phosphatase 1 regulatory subunit SDS22	83.47	85.34	83.57	67.93	49.53	70.17	84.126667	62.543333
gene-BBA_00408	BBA_00408	CUE domain-containing protein	19.84	17.12	22.83	10.04	8.81	12.01	19.93	10.286667
gene-BBA_00409	BBA_00409	40s ribosomal protein s20	1328.92	1605.94	1425.01	2168.52	2360.78	2301.31	1453.29	2276.87
gene-BBA_00410	BBA_00410	CCCH zinc finger domain protein	12.52	9.9	12.11	12.32	11.2	11.6	11.51	11.706667
gene-BBA_00411	BBA_00411	methyltransferase domain-containing protein	21.9	19.82	28.98	16.61	15.48	20.56	23.566667	17.55
gene-BBA_00412	BBA_00412	aspartyl protease	57.06	58.98	53.54	40.56	50.6	37.7	56.526667	42.953333
gene-BBA_00413	BBA_00413	orotate phosphoribosyltransferase	70.17	73.93	69.17	113.44	121.49	140.75	71.09	125.226667
gene-BBA_00414	BBA_00414	nucleolar GTP-binding protein 1	53.02	43.5	70.11	36.42	35.67	42.6	55.543333	38.23
gene-BBA_00415	BBA_00415	GDP dissociation inhibitor	241.89	233.95	248.16	257.22	236.65	288.69	241.333333	260.853333
gene-BBA_00416	BBA_00416	50S ribosomal protein L4	42.16	40.99	52.92	81.07	69.68	71.32	45.356667	74.023333
gene-BBA_00417	BBA_00417	K-family cellulase	0.73	0.45	0.58	4.61	5.68	5.22	0.586667	5.17
gene-BBA_00418	BBA_00418	C2H2 transcription factor	181.99	184.44	183.89	206.68	246.69	152.95	183.44	202.106667
gene-BBA_00419	BBA_00419	hypothetical protein	83.41	96.66	63.83	178.87	150.97	177.02	81.3	168.953333
gene-BBA_00420	BBA_00420	hypothetical protein	3.25	4.13	4.5	2.64	3.35	4.3	3.96	3.43
gene-BBA_00421	BBA_00421	LAS seventeen-binding protein	17.21	16.92	18.46	29.3	22.97	31.06	17.53	27.776667
gene-BBA_00422	BBA_00422	chromatin remodeling complex subunit	34.52	34.09	41.17	50.02	45.18	51.36	36.593333	48.853333
gene-BBA_00423	BBA_00423	multidrug and toxin extrusion protein	12.81	10.69	14.76	6.58	5.5	6.62	12.753333	6.233333
gene-BBA_00424	BBA_00424	tyrosyl-DNA phosphodiesterase	14	16.48	16	6.61	6.28	8.01	15.493333	6.966667
gene-BBA_00425	BBA_00425	disulfide isomerase	93.74	84.86	90.66	99.66	84.26	104.95	89.753333	96.29
gene-BBA_00426	BBA_00426	phospholipase D2	12.44	11.06	14.92	2.07	1.6	1.88	12.806667	1.85
gene-BBA_00427	BBA_00427	Acyl-CoA N-acyltransferase	10.94	10.08	13.1	7.44	10.12	11.83	11.373333	9.796667
gene-BBA_00428	BBA_00428	ribonuclease T2 family protein	85.36	62.31	81.13	36.83	38.46	36.14	76.266667	37.143333
gene-BBA_00429	BBA_00429	translocation protein SEC62	133.43	121.26	136.14	73.09	67.62	75.76	130.276667	72.156667
gene-BBA_00430	BBA_00430	RNA polymerase II transcription mediator	18.86	19.3	14.73	36.4	34.39	29.64	17.63	33.476667
gene-BBA_00431	BBA_00431	Pyrimidine 5-nucleotidase	39.26	42.45	41.53	70.37	70.81	72.73	41.08	71.303333
gene-BBA_00432	BBA_00432	hypothetical protein	19.8	17.77	23.52	24.28	20.26	28.42	20.363333	24.32
gene-BBA_00433	BBA_00433	KH domain-containing protein	14.32	12.69	13.86	16.28	13.04	20.23	13.623333	16.516667
gene-BBA_00434	BBA_00434	DEAD/DEAH box helicase	10.94	10.78	14.8	7.96	7.91	8.56	12.173333	8.143333
gene-BBA_00435	BBA_00435	hypothetical protein	7.75	5.37	9.45	6.91	5.78	9.29	7.523333	7.326667
gene-BBA_00436	BBA_00436	CT20 family protein	15.97	11.21	11.35	15.05	14.64	18.33	12.843333	16.006667
